document_id,question_id,exact_match,partial_f1,bleu,rouge1,rouge2,rougeL,bert_precision,bert_recall,bert_f1,adoc_supported,asum_supported,adoc_clarity,adoc_accuracy,asum_clarity,asum_accuracy,consistency
1,12,0,0.405797101,0.137720934,0.5,0.177777778,0.391304348,0.881302238,0.889719963,0.885491133,No,Yes,2,2,4,5,Identical-Say the same thing
1,13,0,0.111111111,0.008883304,0.051282051,0,0.051282051,0.815189481,0.873653531,0.843409598,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
1,14,0,0.292682927,0.118795717,0.333333333,0.131578947,0.333333333,0.839290857,0.84290278,0.841092944,No,Yes,2,2,4,5,Identical-Say the same thing
1,15,0,0.171428571,0.010941091,0.2,0,0.2,0.819777966,0.812616587,0.81618154,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
2,1,0,0,0,0,0,0,0.832246661,0.814062476,0.823054135,No,No,2,2,2,2,Slightly different-Overlap in topic but differ in detail
2,2,0,0.553846154,0.101817005,0.534883721,0.19047619,0.302325581,0.870474935,0.887602329,0.878955185,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
2,3,0,0.634920635,0.367091405,0.581395349,0.428571429,0.465116279,0.927278697,0.915511847,0.921357691,No,Yes,2,2,4,5,Identical-Say the same thing
2,4,0,0.117647059,0.003348022,0.129032258,0,0.096774194,0.854496837,0.843602061,0.849014521,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
2,5,0,0.615384615,0.351810389,0.606741573,0.413793103,0.359550562,0.906916678,0.917969704,0.912409723,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
2,6,0,0.5,0.287480702,0.426966292,0.298850575,0.382022472,0.883667827,0.885864735,0.88476491,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
2,7,0,0.5,0.104062105,0.455696203,0.207792208,0.253164557,0.87499702,0.882737398,0.878850162,No,Yes,2,2,4,5,Identical-Say the same thing
2,8,0,0.444444444,0.226026533,0.426666667,0.246575342,0.32,0.85470885,0.872745752,0.863633156,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
2,9,0,0.56,0.281851826,0.52173913,0.288888889,0.347826087,0.911333084,0.901589751,0.906435251,No,Yes,2,2,4,5,Identical-Say the same thing
2,10,0,0.558823529,0.348310042,0.561797753,0.32183908,0.426966292,0.90539819,0.903079391,0.90423727,No,Yes,2,2,4,5,Identical-Say the same thing
2,11,0,0.40625,0.122692127,0.418604651,0.142857143,0.209302326,0.876059175,0.86211884,0.869033158,No,Yes,2,2,4,5,Identical-Say the same thing
2,12,0,0.322580645,0.042942801,0.351351351,0.111111111,0.243243243,0.819970131,0.859688997,0.839359939,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
2,13,0,0.425,0.072416012,0.426966292,0.045977011,0.202247191,0.888970256,0.888866007,0.888918102,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
2,14,0,0.311111111,0.089924899,0.225352113,0.115942029,0.225352113,0.813487887,0.843870401,0.828400671,No,Yes,2,2,4,5,Identical-Say the same thing
2,15,0,0.266666667,0.039473487,0.32,0.082191781,0.186666667,0.801056504,0.828623235,0.814606726,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
3,1,0,0.088888889,0.007337132,0.038461538,0,0.038461538,0.795519233,0.819759548,0.807457507,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
3,2,0,0.314285714,0.025797078,0.298850575,0.023529412,0.16091954,0.856762648,0.854690313,0.855725229,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
3,3,0,0.405797101,0.134140706,0.43373494,0.172839506,0.192771084,0.879481137,0.874381304,0.8769238,No,Yes,2,2,4,5,Identical-Say the same thing
3,4,0,0.290322581,0.020976425,0.282352941,0.024096386,0.164705882,0.842779219,0.865483284,0.853980362,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
3,5,0,0.153846154,0.007213728,0.085106383,0,0.085106383,0.824290335,0.882627487,0.852462053,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
3,6,0,0.274509804,0.105217369,0.157894737,0.108108108,0.157894737,0.848409176,0.801418185,0.824244499,No,Yes,2,2,4,5,Identical-Say the same thing
3,7,0,0.5,0.314646427,0.469135802,0.35443038,0.444444444,0.890620112,0.899169564,0.894874454,No,Yes,2,2,4,5,Identical-Say the same thing
3,8,0,0.441176471,0.273219306,0.469135802,0.278481013,0.37037037,0.866317928,0.890880942,0.878427804,No,Yes,2,2,4,5,Identical-Say the same thing
3,9,0,0.52173913,0.093701871,0.217391304,0.181818182,0.217391304,0.852694988,0.903117537,0.877182245,No,Yes,2,2,4,5,Identical-Say the same thing
3,10,0,0.260869565,0.095762485,0.217391304,0.181818182,0.217391304,0.832750797,0.937911749,0.882208467,No,Yes,2,2,4,5,Identical-Say the same thing
3,11,0,0.447368421,0.092853804,0.414634146,0.15,0.219512195,0.862063468,0.878542185,0.870224893,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
3,12,0,0.630136986,0.458330164,0.615384615,0.471910112,0.549450549,0.921944976,0.925459564,0.923698962,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
3,13,0,0.466666667,0.093884448,0.35,0.179487179,0.275,0.843712807,0.877787948,0.860413134,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
3,14,0,0.279069767,0.109083703,0.268292683,0.1,0.268292683,0.812323093,0.849082351,0.830296099,No,Yes,2,2,4,5,Identical-Say the same thing
3,15,0,0.295081967,0.138175674,0.24691358,0.151898734,0.24691358,0.88376081,0.856831551,0.870087862,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
4,1,0,0.325581395,0.154566224,0.212121212,0.15625,0.212121212,0.834003985,0.856275022,0.844992757,No,Yes,2,2,4,5,Identical-Say the same thing
4,2,0,0.412698413,0.081088901,0.519480519,0.16,0.363636364,0.866819024,0.867847085,0.867332757,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
4,3,0,0.457142857,0.152704596,0.530120482,0.222222222,0.337349398,0.884853065,0.894036651,0.889421225,No,Yes,2,2,4,5,Identical-Say the same thing
4,4,0,0.32,0.02336163,0.2,0.051282051,0.125,0.823845983,0.798767269,0.811112881,No,Yes,2,2,4,5,Contradict each other-Opposing or unrelated claims
4,5,0,0.24,0.021370951,0.21686747,0.024691358,0.144578313,0.842601895,0.848406315,0.845494151,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
4,6,0,0.266666667,0.093701871,0.208333333,0.173913043,0.208333333,0.844479382,0.942141056,0.890641034,No,Yes,2,2,4,5,Identical-Say the same thing
4,7,0,0.298507463,0.116073683,0.384615385,0.131578947,0.230769231,0.830079913,0.846899986,0.83840555,No,Yes,2,2,4,5,Identical-Say the same thing
4,8,0,0.311111111,0.121553913,0.363636364,0.16,0.285714286,0.839199841,0.837832272,0.83851552,No,Yes,2,2,4,5,Identical-Say the same thing
4,9,0,0.125,0.008408831,0.081632653,0,0.040816327,0.81110853,0.869545698,0.839311123,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
4,10,0,0.260869565,0.030450256,0.246575342,0.056338028,0.246575342,0.855594575,0.837365746,0.846382022,No,Yes,2,2,4,5,Contradict each other-Opposing or unrelated claims
4,11,0,0.260869565,0.088304671,0.320987654,0.050632911,0.222222222,0.841215849,0.851806998,0.846478343,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
4,12,0,0.580645161,0.298752383,0.541176471,0.313253012,0.470588235,0.91439116,0.906848311,0.910604119,No,Yes,2,2,4,5,Identical-Say the same thing
4,13,0,0.59375,0.153156034,0.512195122,0.175,0.365853659,0.889632046,0.872298598,0.880879998,No,Yes,2,2,4,5,Identical-Say the same thing
4,14,0,0.114285714,0.010941091,0.181818182,0,0.181818182,0.819297731,0.827345967,0.823302209,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
4,15,0,0.857142857,0.775336246,0.831460674,0.781609195,0.831460674,0.96951139,0.959134698,0.964295089,No,Yes,2,2,4,5,Identical-Say the same thing
5,1,0,0.676470588,0.474339158,0.648648649,0.527777778,0.540540541,0.894735694,0.906979382,0.900815904,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
5,2,1,1,1,1,1,1,0.999999881,0.999999881,0.999999881,No,No,2,2,2,2,Slightly different-Overlap in topic but differ in detail
5,3,0,0.285714286,0.034010868,0.166666667,0,0.166666667,0.849251449,0.839307427,0.844250202,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
5,4,0,0.52173913,0.344803502,0.61971831,0.463768116,0.61971831,0.848824382,0.87555027,0.861980259,No,Yes,2,2,4,5,Identical-Say the same thing
5,5,0,0.210526316,0.021406104,0.225,0.025641026,0.175,0.84459132,0.853595912,0.849069715,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
5,6,0,0.492753623,0.21100458,0.528735632,0.282352941,0.344827586,0.874601901,0.882937133,0.878749728,No,Yes,2,2,4,5,Identical-Say the same thing
5,7,0,0.276923077,0.030219874,0.318181818,0.093023256,0.227272727,0.852210522,0.854782701,0.853494704,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
5,8,0,0.097560976,0.019055844,0.133333333,0.02739726,0.133333333,0.8098225,0.811345696,0.810583413,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
5,9,0,0.8,0.339902742,0.483870968,0.4,0.483870968,0.858576059,0.906607866,0.881938517,No,Yes,2,2,4,5,Identical-Say the same thing
5,10,0,0.545454545,0.217787653,0.5,0.292682927,0.428571429,0.903546154,0.903620064,0.903583109,No,Yes,2,2,4,5,Identical-Say the same thing
5,11,0,0.243902439,0.020169154,0.138888889,0.028571429,0.138888889,0.81882894,0.828038692,0.823408067,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
5,12,0,0.27027027,0.065383574,0.2,0.088235294,0.2,0.824605584,0.847510815,0.83590132,No,Yes,2,2,4,5,Identical-Say the same thing
5,13,0,0.6,0.266036649,0.307692308,0.253968254,0.307692308,0.844924271,0.900526643,0.871839821,No,Yes,2,2,4,5,Identical-Say the same thing
5,14,0,0.428571429,0.633464712,0.710526316,0.675675676,0.710526316,0.892115951,0.924055278,0.907804787,No,Yes,2,2,4,5,Identical-Say the same thing
5,15,0,0.666666667,0.252423287,0.256410256,0.236842105,0.256410256,0.855594516,0.892325282,0.873573959,No,Yes,2,2,4,5,Identical-Say the same thing
6,1,0,0.459016393,0.254286707,0.472222222,0.314285714,0.388888889,0.878170252,0.882310748,0.880235672,No,Yes,2,2,4,5,Identical-Say the same thing
6,2,1,1,1,1,1,1,0.999999762,0.999999762,0.999999762,No,No,2,2,2,2,Slightly different-Overlap in topic but differ in detail
6,3,0,0.5,0.207483407,0.5,0.4,0.5,0.918360233,0.897492111,0.907806218,No,Yes,2,2,4,5,Contradict each other-Opposing or unrelated claims
6,4,0,0.418604651,0.18290232,0.426229508,0.203389831,0.295081967,0.873614669,0.879361928,0.876478851,No,Yes,2,2,4,5,Identical-Say the same thing
6,5,0,0.516129032,0.191074566,0.482758621,0.282352941,0.344827586,0.872162819,0.877207279,0.874677777,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
6,6,0,0.271186441,0.04466484,0.27027027,0.083333333,0.216216216,0.846877754,0.850322008,0.848596394,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
6,7,0,0.25,0.017643771,0.151898734,0,0.151898734,0.807085156,0.820860207,0.813914359,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
6,8,0,0.339622642,0.124335771,0.368421053,0.162162162,0.289473684,0.873458803,0.861627877,0.867502987,No,Yes,2,2,4,5,Identical-Say the same thing
6,9,0,0.545454545,0.257625909,0.520547945,0.309859155,0.410958904,0.896537066,0.906496882,0.901489496,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
6,10,0,0.516129032,0.232366452,0.540540541,0.277777778,0.432432432,0.882442117,0.871570706,0.876972675,No,Yes,2,2,4,5,Identical-Say the same thing
6,11,0,0.108108108,0.00034504,0,0,0,0.81925571,0.798916459,0.808958292,No,No,2,2,2,2,Slightly different-Overlap in topic but differ in detail
6,12,0,0.631578947,0.110319583,0.238095238,0.2,0.238095238,0.83213979,0.923408687,0.875401795,No,Yes,2,2,4,5,Identical-Say the same thing
6,13,0,0.305084746,0.136718334,0.268656716,0.123076923,0.149253731,0.864169717,0.84619081,0.85508579,No,Yes,2,2,4,5,Identical-Say the same thing
6,14,0,0.34375,0.122350414,0.329113924,0.155844156,0.303797468,0.843489885,0.852371216,0.847907305,No,Yes,2,2,4,5,Identical-Say the same thing
6,15,0,0.352941176,0.183634822,0.325,0.205128205,0.3,0.874620676,0.874157667,0.874389112,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
7,1,0,0.19047619,0.034359748,0.092307692,0.031746032,0.092307692,0.812174201,0.838559389,0.825155973,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
7,2,0,0.307692308,0.10550229,0.305882353,0.144578313,0.211764706,0.85515064,0.8486799,0.851902962,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
7,3,0,0.268656716,0.011568796,0.197530864,0,0.148148148,0.845620751,0.844856858,0.845238626,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
7,4,0,0.333333333,0.12015361,0.361445783,0.148148148,0.240963855,0.862227499,0.859356284,0.860789418,No,Yes,2,2,4,5,Identical-Say the same thing
7,5,0,0.48,0.093701871,0.222222222,0.186046512,0.222222222,0.830748737,0.93667829,0.880539119,No,Yes,2,2,4,5,Identical-Say the same thing
7,6,0,0.565217391,0.203864399,0.491803279,0.271186441,0.360655738,0.890940905,0.91211009,0.901401222,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
7,7,0,0.405405405,0.257996421,0.404761905,0.268292683,0.30952381,0.879031837,0.881056607,0.880043089,No,Yes,2,2,4,5,Identical-Say the same thing
7,8,0,0.088888889,0.019024642,0.175,0.025641026,0.175,0.803842902,0.815936089,0.809844375,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
7,9,0,0.596491228,0.214226531,0.567567568,0.333333333,0.459459459,0.88160497,0.890305281,0.885933816,No,Yes,2,2,4,5,Identical-Say the same thing
7,10,0,0.512820513,0.146928317,0.45,0.153846154,0.35,0.872375011,0.852728307,0.862439752,No,Yes,2,2,4,5,Identical-Say the same thing
7,11,0,0.596491228,0.341162168,0.602409639,0.345679012,0.506024096,0.910226345,0.921186745,0.915673792,No,Yes,2,2,4,5,Identical-Say the same thing
7,12,0,0.315789474,0.061954341,0.217391304,0.136363636,0.217391304,0.831034184,0.888259232,0.858694375,No,Yes,2,2,4,5,Contradict each other-Opposing or unrelated claims
7,13,1,1,1,1,1,1,0.99999994,0.99999994,0.99999994,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
7,14,0,0.295081967,0.022681053,0.281690141,0.028985507,0.169014085,0.850621283,0.856320679,0.853461444,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
7,15,0,0.363636364,0.070286799,0.4,0.179487179,0.275,0.854397595,0.871072829,0.862654686,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
8,1,0,0.315789474,0.100168205,0.212765957,0.177777778,0.212765957,0.844410956,0.959906638,0.898462355,No,Yes,2,2,4,5,Identical-Say the same thing
8,2,0,0.311111111,0.11347437,0.19047619,0.131147541,0.19047619,0.834737182,0.842334032,0.838518441,No,Yes,2,2,4,5,Identical-Say the same thing
8,3,0,0.450704225,0.101397493,0.385542169,0.172839506,0.289156627,0.887883127,0.882115602,0.884989977,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
8,4,0,0.2,0.020552674,0.314606742,0.091954023,0.179775281,0.850002766,0.857052803,0.853513241,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
8,5,0,0.25,0.020976425,0.238095238,0.048780488,0.19047619,0.835661054,0.84951216,0.842529714,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
8,6,0,0.612903226,0.298363844,0.571428571,0.4,0.545454545,0.925293326,0.910251915,0.91771102,No,Yes,2,2,4,5,Identical-Say the same thing
8,7,0,0.653061224,0.299086519,0.631578947,0.432432432,0.5,0.901998758,0.896716416,0.899349868,No,Yes,2,2,4,5,Identical-Say the same thing
8,8,0,0.347826087,0.227054897,0.435897436,0.263157895,0.384615385,0.865315855,0.874251127,0.869760513,No,Yes,2,2,4,5,Identical-Say the same thing
8,9,0,0.428571429,0.188050563,0.405797101,0.268656716,0.376811594,0.84811312,0.881403804,0.864437997,No,Yes,2,2,4,5,Identical-Say the same thing
8,10,0,0.530612245,0.20310342,0.547945205,0.281690141,0.356164384,0.88896811,0.89560008,0.892271757,No,Yes,2,2,4,5,Identical-Say the same thing
8,11,0,0.528301887,0.170374901,0.540540541,0.333333333,0.324324324,0.888360262,0.897247076,0.892781556,No,Yes,2,2,4,5,Identical-Say the same thing
8,12,0,0.506329114,0.305762587,0.5,0.333333333,0.4,0.902317643,0.904000998,0.903158545,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
8,13,0,0.393939394,0.205800455,0.447058824,0.192771084,0.376470588,0.891741395,0.908490777,0.900038183,No,Yes,2,2,4,5,Identical-Say the same thing
8,14,0,0.358974359,0.18761255,0.475,0.256410256,0.425,0.868738055,0.850263119,0.859401286,No,Yes,2,2,4,5,Identical-Say the same thing
8,15,0,0.558139535,0.271415788,0.575342466,0.309859155,0.465753425,0.915484667,0.908685744,0.912072539,No,Yes,2,2,4,5,Identical-Say the same thing
9,1,0,0.301369863,0.03078825,0.275,0.051282051,0.15,0.844696879,0.850962996,0.847818375,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
9,2,0,0.303030303,0.047371248,0.238095238,0.12195122,0.238095238,0.852113366,0.869110823,0.860528171,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
9,3,0,0.4,0.079383823,0.376470588,0.168674699,0.211764706,0.866690516,0.865720749,0.866205394,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
9,4,0,0.040816327,0.00638933,0.024390244,0,0.024390244,0.795120239,0.796931624,0.796024859,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
9,5,0,0.5,0.137548785,0.512195122,0.175,0.292682927,0.874548554,0.886598706,0.880532444,No,Yes,2,2,4,5,Contradict each other-Opposing or unrelated claims
9,6,0,0.5,0.167051564,0.512195122,0.225,0.317073171,0.897002697,0.894629717,0.895814657,No,Yes,2,2,4,5,Identical-Say the same thing
9,7,0,0.571428571,0.091728095,0.212765957,0.177777778,0.212765957,0.848742545,0.900829434,0.874010623,No,Yes,2,2,4,5,Identical-Say the same thing
9,8,0,0.342857143,0.118656595,0.435897436,0.184210526,0.435897436,0.825996935,0.853522241,0.839534044,No,Yes,2,2,4,5,Identical-Say the same thing
9,9,0,0.285714286,0.100168205,0.227272727,0.19047619,0.227272727,0.833719075,0.958764851,0.891880274,No,Yes,2,2,4,5,Identical-Say the same thing
9,10,0,0.481481481,0.301405747,0.543209877,0.35443038,0.469135802,0.874865115,0.898991466,0.886764228,No,Yes,2,2,4,5,Identical-Say the same thing
9,11,0,0.4,0.123274607,0.347826087,0.089552239,0.202898551,0.847009897,0.84719038,0.847100139,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
9,12,0,0.394736842,0.173972731,0.361445783,0.172839506,0.289156627,0.864634395,0.879661798,0.872083366,No,Yes,2,2,4,5,Identical-Say the same thing
9,13,0,0.130434783,0.00773652,0.085106383,0,0.042553191,0.824834108,0.880376339,0.851700723,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
9,14,0,0.37037037,0.10335216,0.473684211,0.216216216,0.315789474,0.862175882,0.876003027,0.869034469,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
9,15,0,0.090909091,0.008030195,0.047619048,0,0.047619048,0.796937585,0.870893717,0.832275927,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
10,1,0,0.4,0.06795905,0.38961039,0.133333333,0.285714286,0.86157608,0.868653238,0.865100205,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
10,2,0,0.342857143,0.027922176,0.35,0.051282051,0.175,0.88342303,0.879697859,0.881556511,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
10,3,0,0.434782609,0.120371994,0.469135802,0.17721519,0.419753086,0.906897485,0.904873967,0.905884624,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
10,4,0,0.35483871,0.139236816,0.341463415,0.15,0.219512195,0.862873316,0.852431834,0.857620835,No,Yes,2,2,4,5,Identical-Say the same thing
10,5,0,0.280701754,0.045462862,0.25974026,0.08,0.207792208,0.879343867,0.872389078,0.875852644,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
10,6,0,0.337662338,0.025093287,0.337078652,0.045977011,0.157303371,0.838503599,0.847962737,0.843206644,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
10,7,0,0.428571429,0.191091508,0.4,0.21686747,0.305882353,0.859536469,0.864611745,0.862066567,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
10,8,0,0.333333333,0.112563599,0.325,0.128205128,0.2,0.844626606,0.863643348,0.854029119,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
10,9,0,0.375,0.115096321,0.23880597,0.123076923,0.23880597,0.782438517,0.844676793,0.81236738,No,Yes,2,2,4,5,Identical-Say the same thing
10,10,0,0.328358209,0.130982241,0.333333333,0.157894737,0.230769231,0.87191987,0.854940653,0.863346815,No,Yes,2,2,4,5,Identical-Say the same thing
10,11,0,0.2,0.010202481,0.136986301,0,0.136986301,0.810697913,0.815073252,0.812879682,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
10,12,0,0.222222222,0.043196285,0.268292683,0,0.146341463,0.844667673,0.850184619,0.847417116,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
10,13,0,0.093023256,0.010293769,0.105263158,0,0.105263158,0.799672663,0.805988669,0.802818179,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
10,14,0,0.367346939,0.11963845,0.281690141,0.115942029,0.225352113,0.84591341,0.853926182,0.849900901,No,Yes,2,2,4,5,Identical-Say the same thing
10,15,0,0.194444444,0.010544721,0.238095238,0,0.142857143,0.837376475,0.86306566,0.850027084,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
11,1,0,0.654545455,0.2434558,0.53164557,0.285714286,0.303797468,0.8917135,0.865247965,0.878281415,No,Yes,2,2,4,5,Identical-Say the same thing
11,2,0,0.136363636,0.016547378,0.108108108,0.027777778,0.108108108,0.824676991,0.795646667,0.809901714,No,Yes,2,2,4,5,Contradict each other-Opposing or unrelated claims
11,3,0,0.426229508,0.130960478,0.404761905,0.170731707,0.30952381,0.882236123,0.863977015,0.873011053,Yes,Yes,4,5,4,5,Mostly consistent-Slight differences but same idea
11,4,0,0.328358209,0.054108993,0.333333333,0.048780488,0.214285714,0.853997231,0.863844097,0.858892441,Yes,No,4,5,2,2,Contradict each other-Opposing or unrelated claims
